Dataset,Attack,Model,Metric,Value
diabetes,deepfool,lr,pred_attack_success,0.9609375
diabetes,deepfool,lr,groundtruth_attack_success,0.78125
diabetes,deepfool,lr,original_accuracy,0.7578125
diabetes,deepfool,lr,robust_accuracy,0.21875
diabetes,deepfool,svc,pred_attack_success,1.0
diabetes,deepfool,svc,groundtruth_attack_success,0.7578125
diabetes,deepfool,svc,original_accuracy,0.7578125
diabetes,deepfool,svc,robust_accuracy,0.2421875
diabetes,deepfool,nn_2,pred_attack_success,0.984375
diabetes,deepfool,nn_2,groundtruth_attack_success,0.7265625
diabetes,deepfool,nn_2,original_accuracy,0.7265625
diabetes,deepfool,nn_2,robust_accuracy,0.2734375
diabetes,carlini_l_2,lr,pred_attack_success,0.75
diabetes,carlini_l_2,lr,groundtruth_attack_success,0.9921875
diabetes,carlini_l_2,lr,original_accuracy,0.7578125
diabetes,carlini_l_2,lr,robust_accuracy,0.0078125
diabetes,carlini_l_2,svc,pred_attack_success,0.1171875
diabetes,carlini_l_2,svc,groundtruth_attack_success,0.359375
diabetes,carlini_l_2,svc,original_accuracy,0.7578125
diabetes,carlini_l_2,svc,robust_accuracy,0.640625
diabetes,carlini_l_2,nn_2,pred_attack_success,0.71875
diabetes,carlini_l_2,nn_2,groundtruth_attack_success,0.9921875
diabetes,carlini_l_2,nn_2,original_accuracy,0.7265625
diabetes,carlini_l_2,nn_2,robust_accuracy,0.0078125
diabetes,carlini_l_inf,lr,pred_attack_success,0.1640625
diabetes,carlini_l_inf,lr,groundtruth_attack_success,0.40625
diabetes,carlini_l_inf,lr,original_accuracy,0.7578125
diabetes,carlini_l_inf,lr,robust_accuracy,0.59375
diabetes,carlini_l_inf,svc,pred_attack_success,0.1796875
diabetes,carlini_l_inf,svc,groundtruth_attack_success,0.421875
diabetes,carlini_l_inf,svc,original_accuracy,0.7578125
diabetes,carlini_l_inf,svc,robust_accuracy,0.578125
diabetes,carlini_l_inf,nn_2,pred_attack_success,0.1640625
diabetes,carlini_l_inf,nn_2,groundtruth_attack_success,0.4375
diabetes,carlini_l_inf,nn_2,original_accuracy,0.7265625
diabetes,carlini_l_inf,nn_2,robust_accuracy,0.5625
diabetes,lowprofool_l_2,lr,pred_attack_success,1.0
diabetes,lowprofool_l_2,lr,groundtruth_attack_success,0.7578125
diabetes,lowprofool_l_2,lr,original_accuracy,0.7578125
diabetes,lowprofool_l_2,lr,robust_accuracy,0.2421875
diabetes,lowprofool_l_2,svc,pred_attack_success,1.0
diabetes,lowprofool_l_2,svc,groundtruth_attack_success,0.7578125
diabetes,lowprofool_l_2,svc,original_accuracy,0.7578125
diabetes,lowprofool_l_2,svc,robust_accuracy,0.2421875
diabetes,lowprofool_l_2,nn_2,pred_attack_success,1.0
diabetes,lowprofool_l_2,nn_2,groundtruth_attack_success,0.7265625
diabetes,lowprofool_l_2,nn_2,original_accuracy,0.7265625
diabetes,lowprofool_l_2,nn_2,robust_accuracy,0.2734375
diabetes,lowprofool_l_inf,lr,pred_attack_success,1.0
diabetes,lowprofool_l_inf,lr,groundtruth_attack_success,0.7578125
diabetes,lowprofool_l_inf,lr,original_accuracy,0.7578125
diabetes,lowprofool_l_inf,lr,robust_accuracy,0.2421875
diabetes,lowprofool_l_inf,svc,pred_attack_success,1.0
diabetes,lowprofool_l_inf,svc,groundtruth_attack_success,0.7578125
diabetes,lowprofool_l_inf,svc,original_accuracy,0.7578125
diabetes,lowprofool_l_inf,svc,robust_accuracy,0.2421875
diabetes,lowprofool_l_inf,nn_2,pred_attack_success,1.0
diabetes,lowprofool_l_inf,nn_2,groundtruth_attack_success,0.7265625
diabetes,lowprofool_l_inf,nn_2,original_accuracy,0.7265625
diabetes,lowprofool_l_inf,nn_2,robust_accuracy,0.2734375
